全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,大区分,小区分,担当課
131083,131083000023,江東区,夢の島競技場,ユメノシマキョウギジョウ,,,1102a,,,131083,3001,東京都江東区夢の島1-1-2,東京都,江東区,夢の島1丁目,1-2,,35.648623,139.824323,階数,3,(03)3522-0846,,,https://www.di-ksp.jp/,,1350081,,,月火水木金土日,09:00:00,21:00:00,毎月第2・4月曜日（祝・休日の場合は翌日）、年末年始は休場、3／1～11／末日21時閉場、12／1～2／末日17時閉場,日本陸上競技連盟２種公認の競技場です。サッカー、ラグビーでも使用できます。,可,有,無,有,有,有,無,有,無,有,有,有,無,無,有,無,有,https://www.di-ksp.jp/facility/yumenoshima_k,https://www.di-ksp.jp/facility/yumenoshima_k,ホームページ上の記事、写真、図表などを無断で転載・複写することは禁止します。 ,アクセス方法 JR新木場駅徒歩８分;料金（基本） 100;料金（詳細）最初の30分無料、その後30分毎100円,スポーツ,運動場,スポーツ振興課
131083,131083000024,江東区,夢の島野球場,ユメノシマヤキュウジョウ,,,1103a,,,131083,3001,東京都江東区夢の島1-1-1,東京都,江東区,夢の島1丁目,1-1,,35.650140,139.823453,階数,1,(03)3521-8265,,,https://www.di-ksp.jp/,,1350081,,,月火水木金土日,06:00:00,21:00:00,毎月第2・4月曜日（祝・休日の場合は翌日）、年末年始は休場、開場時間は時期により異なります,野球場(ナイター照明設備有り)、少年野球場、運動広場の貸出し施設です。江東区民以外の方も利用できます。,可,有,無,有,有,無,無,有,無,有,有,有,有,無,有,無,有,https://www.di-ksp.jp/facility/yumenoshima_u,https://www.di-ksp.jp/facility/yumenoshima_u,ホームページ上の記事、写真、図表などを無断で転載・複写することは禁止します。 ,アクセス方法 JR新木場駅徒歩８分;料金（基本） 100;料金（詳細） 30分毎100円,スポーツ,野球場・庭球場,スポーツ振興課
131083,131083000025,江東区,新砂運動場,シンスナウンドウジョウ,,,1106a,,,131083,18003,東京都江東区新砂3-9-1,東京都,江東区,新砂3丁目,9-1,,35.656774,139.834701,階数,1,(03)3648-6610,,,https://www.di-ksp.jp/,,1360075,,,月火水木金土日,08:00:00,21:00:00,毎月第2・4月曜日（祝・休日の場合は翌日）、年末年始は休場、開場時間は時期により異なります,サッカー場(ナイター照明設備有り)、運動場、テニスコート、ターゲットバードゴルフ場の貸出し施設です。江東区民以外の方も利用できます。,可,有,無,有,有,無,無,有,無,有,有,有,無,無,有,無,有,https://www.di-ksp.jp/facility/shinsuna,https://www.di-ksp.jp/facility/shinsuna,ホームページ上の記事、写真、図表などを無断で転載・複写することは禁止します。 ,アクセス方法 東京メトロ東西線南砂町駅下車徒歩25分;料金（基本） 100;料金（詳細） 30分毎100円,スポーツ,運動場,スポーツ振興課
131083,131083000026,江東区,潮見野球場,シオミヤキュウジョウ,,,1103a,,,131083,19001,東京都江東区潮見1-1-1,東京都,江東区,潮見1丁目,1-1,,35.655935,139.810145,階数,1,(03)3645-1210,,,https://www.di-ksp.jp/,,1350052,,,月火水木金土日,08:00:00,21:00:00,毎月第2・4月曜日（祝・休日の場合は翌日）、年末年始は休場、開場時間は時期により異なります,野球場(ナイター照明設備有り)、ソフトボール場(ナイター照明設備有り)の貸出し施設です。江東区民以外の方も利用できます。,可,有,無,有,有,無,無,有,無,有,有,有,無,無,有,無,有,https://www.di-ksp.jp/facility/shiomi,https://www.di-ksp.jp/facility/shiomi,ホームページ上の記事、写真、図表などを無断で転載・複写することは禁止します。 ,アクセス方法 JR京葉線潮見駅下車徒歩8分;料金（基本） 100;料金（詳細） 30分毎100円,スポーツ,野球場・庭球場,スポーツ振興課
131083,131083000027,江東区,亀戸野球場,カメイドヤキュウジョウ,,,1103a,,,131083,39002,東京都江東区亀戸2-6-50,東京都,江東区,亀戸2丁目,6-50,,35.701025,139.821286,階数,1,(03)3685-7699,,,https://www.di-ksp.jp/,,1360071,,,月火水木金土日,08:00:00,18:00:00,毎月第2・4月曜日（祝・休日の場合は翌日）、年末年始は休場、開場時間は時期により異なります,野球場の貸出し施設です。江東区民以外の方も利用できます。,可,有,無,無,無,無,無,有,無,有,無,無,無,無,有,無,有,https://www.di-ksp.jp/facility/kameido,https://www.di-ksp.jp/facility/kameido,ホームページ上の記事、写真、図表などを無断で転載・複写することは禁止します。 ,アクセス方法 JR総武線亀戸駅下車徒歩10分,スポーツ,野球場・庭球場,スポーツ振興課
131083,131083000028,江東区,潮見庭球場,シオミテイキュウジョウ,,,1116a,,,131083,19001,東京都江東区潮見1-1-1,東京都,江東区,潮見1丁目,1-1,,35.655935,139.810145,階数,1,(03)3645-1210,,,https://www.di-ksp.jp/,,1350052,,,月火水木金土日,08:00:00,21:00:00,毎月第2・4月曜日（祝・休日の場合は翌日）、年末年始は休場、開場時間は時期により異なります,テニスコート(ナイター照明設備有り)の貸出し施設です。江東区民以外の方も利用できます。,可,有,無,有,有,無,無,有,無,有,有,有,無,無,有,無,有,https://www.di-ksp.jp/facility/shiomi,https://www.di-ksp.jp/facility/shiomi,ホームページ上の記事、写真、図表などを無断で転載・複写することは禁止します。 ,アクセス方法 JR京葉線潮見駅下車徒歩8分;料金（基本） 100;料金（詳細） 30分毎100円,スポーツ,野球場・庭球場,スポーツ振興課
131083,131083000029,江東区,亀戸庭球場,カメイドテイキュウジョウ,,,1116a,,,131083,39002,東京都江東区亀戸2-6-50,東京都,江東区,亀戸2丁目,6-50,,35.701025,139.821286,階数,1,(03)3685-7699,,,https://www.di-ksp.jp/,,1360071,,,月火水木金土日,08:00:00,18:00:00,毎月第2・4月曜日（祝・休日の場合は翌日）、年末年始は休場、開場時間は時期により異なります,テニスコートの貸出し施設です。江東区民以外の方も利用できます。,可,有,無,無,無,無,無,有,無,有,無,無,無,無,有,無,有,https://www.di-ksp.jp/facility/kameido,https://www.di-ksp.jp/facility/kameido,ホームページ上の記事、写真、図表などを無断で転載・複写することは禁止します。 ,アクセス方法 JR総武線亀戸駅下車徒歩10分,スポーツ,野球場・庭球場,スポーツ振興課
131083,131083000030,江東区,越中島プール,エッチュウジマプール,,,1107a,,,131083,11001,東京都江東区越中島1-3-23,東京都,江東区,越中島1丁目,3-23,,35.668814,139.789691,階数,1,(03)5620-0045,,,https://www.di-ksp.jp/,,1350044,,,月火水木金土日,09:00:00,21:00:00,7月第1土曜日～9月第1日曜日まで利用できます、開場時間は時期により異なります,夏季に開設する屋外型プールです。電話番号は開設期間中のみ繋がります。,可,有,無,無,有,無,無,有,無,有,無,無,無,無,有,無,有,https://www.di-ksp.jp/facility/echujima,https://www.di-ksp.jp/facility/echujima,ホームページ上の記事、写真、図表などを無断で転載・複写することは禁止します。 ,アクセス方法 JR京葉線越中島駅下車徒歩2分,スポーツ,プール,スポーツ振興課
131083,131083000031,江東区,深川庭球場,フカガワテイキュウジョウ,,,1116a,,,131083,6001,東京都江東区富岡1-17-9,東京都,江東区,富岡1丁目,17-9,,35.672254,139.798897,階数,1,(03)3643-3099,,,https://www.di-ksp.jp/,,1350047,,,月火水木金土日,08:00:00,18:00:00,毎月第2・4月曜日（祝・休日の場合は翌日）、年末年始は休場、開場時間は時期により異なります,テニスコートの貸出し施設です。江東区民以外の方も利用できます。,可,有,無,有,無,無,無,有,無,有,無,有,無,無,有,無,有,https://www.di-ksp.jp/facility/fukagawa,https://www.di-ksp.jp/facility/fukagawa,ホームページ上の記事、写真、図表などを無断で転載・複写することは禁止します。 ,アクセス方法 東京メトロ東西線・都営大江戸線門前仲町下車徒歩5分,スポーツ,野球場・庭球場,スポーツ振興課
131083,131083000032,江東区,豊住庭球場,トヨズミテイキュウジョウ,,,1116a,,,131083,9006,東京都江東区東陽6-1-13,東京都,江東区,東陽6丁目,1-13,,35.674264,139.810897,階数,1,(03)3647-4077,,,https://www.di-ksp.jp/,,1350016,,,月火水木金土日,08:00:00,18:00:00,毎月第2・4月曜日（祝・休日の場合は翌日）、年末年始は休場、開場時間は時期により異なります,テニスコートの貸出し施設です。江東区民以外の方も利用できます。,可,有,無,無,無,無,無,有,無,有,無,無,無,無,有,無,有,https://www.di-ksp.jp/facility/toyozumi,https://www.di-ksp.jp/facility/toyozumi,ホームページ上の記事、写真、図表などを無断で転載・複写することは禁止します。 ,アクセス方法 東京メトロ東西線木場駅下車徒歩8分,スポーツ,野球場・庭球場,スポーツ振興課
131083,131083000033,江東区,東砂庭球場,ヒガシスナテイキュウジョウ,,,1116a,,,131083,8001,東京都江東区東砂1-2-13,東京都,江東区,東砂1丁目,2-13,,35.683773,139.839693,階数,1,(03)3640-0700,,,https://www.di-ksp.jp/,,1360074,,,月火水木金土日,08:00:00,18:00:00,毎月第2・4月曜日（祝・休日の場合は翌日）、年末年始は休場、開場時間は時期により異なります,テニスコートの貸出し施設です。江東区民以外の方も利用できます。,可,有,無,無,無,無,無,有,無,有,無,無,無,無,有,無,有,https://www.di-ksp.jp/facility/higashisuna,https://www.di-ksp.jp/facility/higashisuna,ホームページ上の記事、写真、図表などを無断で転載・複写することは禁止します。 ,アクセス方法 都営バス亀21 北砂6丁目下車徒歩5分、都営バス錦28甲 東砂1丁目下車徒歩5分,スポーツ,野球場・庭球場,スポーツ振興課
131083,131083000034,江東区,荒川・砂町庭球場,アラカワ・スナマチテイキュウジョウ,,,1116a,,,131083,8003,東京都江東区東砂3-28-13,東京都,江東区,東砂3丁目,28-13,,35.680116,139.845007,階数,1,(03)5632-2338,,,https://www.di-ksp.jp/,,1360074,,,月火水木金土日,08:00:00,18:00:00,毎月第2・4月曜日（祝・休日の場合は翌日）、年末年始は休場、開場時間は時期により異なります,テニスコートの貸出し施設です。江東区民以外の方も利用できます。,可,有,無,有,有,無,無,有,無,有,無,有,無,無,有,無,有,https://www.di-ksp.jp/facility/arakawa,https://www.di-ksp.jp/facility/arakawa,ホームページ上の記事、写真、図表などを無断で転載・複写することは禁止します。 ,アクセス方法 都営新宿線東大島下車徒歩25分,スポーツ,野球場・庭球場,スポーツ振興課
131083,131083000035,江東区,夢の島スケートボードパーク,ユメノシマスケートボードパーク,,,1199a,,,131083,3001,東京都江東区夢の島1-1,東京都,江東区,夢の島1丁目,1,,35.648602,139.823700,階数,1,(080)7008-9761,,,https://www.di-ksp.jp/,,1350081,,,月火水木金土日,09:00:00,20:00:00,毎月第2・4月曜日（祝・休日の場合は翌日）、年末年始は休場,初・中級者向けのスケートボードパークです。団体貸切も可能です。,可,有,無,無,無,無,無,有,無,有,有,無,無,無,有,無,有,https://www.di-ksp.jp/facility/yumenoshima_s,https://www.di-ksp.jp/facility/yumenoshima_s,ホームページ上の記事、写真、図表などを無断で転載・複写することは禁止します。 ,アクセス方法 JR新木場駅徒歩10分;料金（基本） 100;料金（詳細） 30分毎100円,スポーツ,運動場,スポーツ振興課
131083,131083000036,江東区,扇橋一丁目アパート1号棟,オウギバシイッチョウメアパートイチゴウトウ,,,0403a,,,131083,,東京都江東区扇橋1-20-1,東京都,江東区,扇橋1丁目,20-1,,35.683980,139.810889,,,(03)3647-9464,,,,,1350011,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000037,江東区,扇橋一丁目アパート2号棟,オウギバシイッチョウメアパートニゴウトウ,,,0403a,,,131083,,東京都江東区扇橋1-20-2,東京都,江東区,扇橋1丁目,20-2,,35.683566,139.810911,,,(03)3647-9464,,,,,1350011,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000038,江東区,塩浜住宅1号棟,シオハマジュウタクイチゴウトウ,,,0403a,,,131083,,東京都江東区塩浜2-25-1,東京都,江東区,塩浜2丁目,25-1,,35.664665,139.814396,,,(03)3647-9464,,,,,1350043,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000039,江東区,塩浜住宅2号棟,シオハマジュウタクニゴウトウ,,,0403a,,,131083,,東京都江東区塩浜2-25-2,東京都,江東区,塩浜2丁目,25-2,,35.664963,139.814349,,,(03)3647-9464,,,,,1350043,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000041,江東区,東砂八丁目住宅,ヒガシスナハッチョウメジュウタク,,,0403a,,,131083,,東京都江東区東砂8-24-1,東京都,江東区,東砂8丁目,24-1,,35.667463,139.842171,,,(03)3647-9464,,,,,1360074,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000042,江東区,森下二丁目住宅,モリシタニチョウメジュウタク,,,0403a,,,131083,,東京都江東区森下2-14-10,東京都,江東区,森下2丁目,14-10,,35.687643,139.800152,,,(03)3647-9464,,,,,1350004,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000043,江東区,塩浜一丁目住宅12号棟,シオハマイッチョウメジュウタクジュウニゴウトウ,,,0403a,,,131083,,東京都江東区塩浜1-4-12,東京都,江東区,塩浜1丁目,4-12,,35.661518,139.801481,,,(03)3647-9464,,,,,1350043,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000044,江東区,塩浜一丁目住宅14号棟,シオハマイッチョウメジュウタクジュウヨンゴウトウ,,,0403a,,,131083,,東京都江東区塩浜1-4-14,東京都,江東区,塩浜1丁目,4-14,,35.661049,139.800928,,,(03)3647-9464,,,,,1350043,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000045,江東区,北砂七丁目住宅1号棟,キタスナナナチョウメジュウタクイチゴウトウ,,,0403a,,,131083,,東京都江東区北砂7-2-1,東京都,江東区,北砂7丁目,2-1,,35.677248,139.834730,,,(03)3647-9464,,,,,1360073,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000046,江東区,北砂七丁目住宅2号棟,キタスナナナチョウメジュウタクニゴウトウ,,,0403a,,,131083,,東京都江東区北砂7-2-2,東京都,江東区,北砂7丁目,2-2,,35.677562,139.834811,,,(03)3647-9464,,,,,1360073,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000047,江東区,北砂七丁目住宅3号棟,キタスナナナチョウメジュウタクサンゴウトウ,,,0403a,,,131083,,東京都江東区北砂7-2-3,東京都,江東区,北砂7丁目,2-3,,35.677878,139.834908,,,(03)3647-9464,,,,,1360073,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000048,江東区,北砂七丁目住宅4号棟,キタスナナナチョウメジュウタクヨンゴウトウ,,,0403a,,,131083,,東京都江東区北砂7-2-4,東京都,江東区,北砂7丁目,2-4,,35.678156,139.835116,,,(03)3647-9464,,,,,1360073,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000049,江東区,東陽一丁目住宅,トウヨウイッチョウメジュウタク,,,0403a,,,131083,,東京都江東区東陽1-15-9,東京都,江東区,東陽1丁目,15-9,,35.667862,139.810391,,,(03)3647-9464,,,,,1350016,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000050,江東区,東陽一丁目第二住宅,トウヨウイッチョウメダイニジュウタク,,,0403a,,,131083,,東京都江東区東陽1-10-5,東京都,江東区,東陽1丁目,10-5,,35.668354,139.808938,,,(03)3647-9464,,,,,1350016,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000051,江東区,ピアすみよし,ピアスミヨシ,,,0403a,,,131083,,東京都江東区住吉2-8-9,東京都,江東区,住吉2丁目,8-9,,35.689743,139.815283,,,(03)3647-9464,,,,,1350002,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
131083,131083000052,江東区,ピアこうとう,ピアコウトウ,,,0403a,,,131083,,東京都江東区東陽6-2-17,東京都,江東区,東陽6丁目,2-17,,35.674728,139.812491,,,(03)3647-9464,,,,,1350016,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/kurashi/sumai/moshikomi/index.html,,,,住宅,区営住宅,住宅課
