全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,スロープ,エレベータ,エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
131181,131181000190,荒川区,荒川公園,アラカワコウエン,,,1003,,,131181,0006002,東京都荒川区荒川2丁目2-3,東京都,荒川区,荒川2丁目,2-3,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立公園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000191,荒川区,荒川二丁目南公園,アラカワニチョウメミナミコウエン,,,1003,,,131181,0006002,東京都荒川区荒川2丁目18-6,東京都,荒川区,荒川2丁目,18-6,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立公園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000192,荒川区,荒川二丁目公園,アラカワニチョウメコウエン,,,1003,,,131181,0006002,東京都荒川区荒川2丁目58-2,東京都,荒川区,荒川2丁目,58-2,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立公園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000193,荒川区,荒川三丁目公園,アラカワサンチョウメコウエン,,,1003,,,131181,0006003,東京都荒川区荒川3丁目33-8,東京都,荒川区,荒川3丁目,33-8,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立公園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000194,荒川区,（仮称）荒川四丁目公園,アラカワヨンチョウメコウエン,,,1003,,,131181,0006004,東京都荒川区荒川4丁目19-1,東京都,荒川区,荒川4丁目,19-1,,,,,,,,,,,1160013,7000020131181,荒川区,,,,,区立公園,可,無,無,有,,,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000195,荒川区,荒川五丁目公園,アラカワゴチョウメコウエン,,,1003,,,131181,0006005,東京都荒川区荒川5丁目41-1,東京都,荒川区,荒川5丁目,41-1,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立公園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000196,荒川区,荒川八丁目南公園,アラカワハッチョウメミナミコウエン,,,1003,,,131181,0006008,東京都荒川区荒川8丁目2-2,東京都,荒川区,荒川8丁目,2-2,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立公園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000197,荒川区,荒川八丁目公園,アラカワハッチョウメコウエン,,,1003,,,131181,0006008,東京都荒川区荒川8丁目16-5,東京都,荒川区,荒川8丁目,16-5,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立公園,可,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000198,荒川区,三河島公園,ミカワシマコウエン,,,1003,,,131181,0006008,東京都荒川区荒川8丁目25-2,東京都,荒川区,荒川8丁目,25-2,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立公園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000199,荒川区,荒川自然公園,アラカワシゼンコウエン,ArakawaShizen Park,,1003,,,131181,0006008,東京都荒川区荒川8丁目25-3,東京都,荒川区,荒川8丁目,25-3,,35.740687,139.785597,,,(03)3803-4042,,,,,1160002,7000020131181,荒川区,第1、第3木曜以外,,,出入口及び時期により変動　詳細はHP参照,区立公園,可,有,有,有,有,有,有,無,有,有,無,無,有,無,有,無,有,可,無,有,,,,
131181,131181000200,荒川区,藍染公園,アイゾメコウエン,,,1003,,,131181,0002001,東京都荒川区町屋1丁目34-9,東京都,荒川区,町屋1丁目,34-9,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立公園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000201,荒川区,町屋二丁目公園,マチヤニチョウメコウエン,,,1003,,,131181,0002002,東京都荒川区町屋2丁目15-13,東京都,荒川区,町屋2丁目,15-13,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立公園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000202,荒川区,原公園,ハラコウエン,,,1003,,,131181,0002005,東京都荒川区町屋5丁目9-7,東京都,荒川区,町屋5丁目,9-7,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立公園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000203,荒川区,町屋五丁目南公園,マチヤゴチョウメミナミコウエン,,,1003,,,131181,0002005,東京都荒川区町屋5丁目11-20,東京都,荒川区,町屋5丁目,11-20,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立公園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000204,荒川区,町屋五丁目北公園,マチヤゴチョウメキタコウエン,,,1003,,,131181,0002005,東京都荒川区町屋5丁目17-3,東京都,荒川区,町屋5丁目,17-3,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立公園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000205,荒川区,荒木田公園,アラキダコウエン,,,1003,,,131181,0002007,東京都荒川区町屋7丁目4-5,東京都,荒川区,町屋7丁目,4-5,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立公園,可,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000206,荒川区,町屋七丁目公園,マチヤナナチョウメコウエン,,,1003,,,131181,0002007,東京都荒川区町屋7丁目16-6,東京都,荒川区,町屋7丁目,16-6,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立公園,可,無,無,有,有,有,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000207,荒川区,尾久小公園,オグショウコウエン,,,1003,,,131181,0003006,東京都荒川区東尾久6丁目42-6,東京都,荒川区,東尾久6丁目,42-6,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立公園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000208,荒川区,熊野前公園,クマノマエコウエン,,,1003,,,131181,0003008,東京都荒川区東尾久8丁目1-1,東京都,荒川区,東尾久8丁目,1-1,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立公園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000209,荒川区,宮前公園,ミヤマエコウエン,Miyamae Parak,,1003,,,131181,0003008,東京都荒川区東尾久8丁目45-22,東京都,荒川区,東尾久8丁目,45-22,,,,,,(03)3810-2111,,,,,1160012,7000020131181,荒川区,,,,,区立公園,可,有,有,有,無,無,無,無,無,有,無,無,有,無,有,無,有,可,無,有,,,,
131181,131181000210,荒川区,尾久八幡公園,オグハチマンコウエン,,,1003,,,131181,0001003,東京都荒川区西尾久3丁目6-4,東京都,荒川区,西尾久3丁目,6-4,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立公園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000211,荒川区,西尾久四丁目公園,ニシオグヨンチョウメコウエン,,,1003,,,131181,0001004,東京都荒川区西尾久4丁目6-3,東京都,荒川区,西尾久4丁目,6-3,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立公園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000212,荒川区,西尾久四丁目北公園,ニシオグヨンチョウメキタコウエン,,,1003,,,131181,0001004,東京都荒川区西尾久4丁目12-6,東京都,荒川区,西尾久4丁目,12-6,,,,,,,,,,,1160011,7000020131181,荒川区,,,,,区立公園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000213,荒川区,東日暮里一丁目公園,ヒガシニッポリイッチョウメコウエン,,,1003,,,131181,0005001,東京都荒川区東日暮里1丁目17-22,東京都,荒川区,東日暮里1丁目,17-22,,,,,,,,,,,1160014,7000020131181,荒川区,,,,,区立公園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000214,荒川区,日暮里公園,ニッポリコウエン,,,1003,,,131181,0005003,東京都荒川区東日暮里3丁目11-10,東京都,荒川区,東日暮里3丁目,11-10,,,,,,,,,,,1160014,7000020131181,荒川区,,,,,区立公園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000215,荒川区,日暮里南公園,ニッポリミナミコウエン,,,1003,,,131181,0005005,東京都荒川区東日暮里5丁目19-1,東京都,荒川区,東日暮里5丁目,19-1,,,,,,,,,,,1160014,7000020131181,荒川区,,,,,区立公園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000216,荒川区,真土公園,マツチコウエン,,,1003,,,131181,0007001,東京都荒川区西日暮里1丁目26-9,東京都,荒川区,西日暮里1丁目,26-9,,,,,,,,,,,1160013,7000020131181,荒川区,,,,,区立公園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000217,荒川区,西日暮里公園,ニシニッポリコウエン,,,1003,,,131181,0007003,東京都荒川区西日暮里3丁目5-5,東京都,荒川区,西日暮里3丁目,5-5,,,,,,,,,,,1160013,7000020131181,荒川区,,,,,区立公園,可,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000218,荒川区,西日暮里六丁目公園,ニシニッポリロクチョウメコウエン,,,1003,,,131181,0007006,東京都荒川区西日暮里6丁目11-2,東京都,荒川区,西日暮里6丁目,11-2,,,,,,,,,,,1160013,7000020131181,荒川区,,,,,区立公園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000219,荒川区,南千住第一児童遊園,ミナミセンジュダイイチジドウユウエン,,,1003,,,131181,0004002,東京都荒川区南千住2丁目21-8,東京都,荒川区,南千住2丁目,21-8,,,,,,,,,,,1160003,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000220,荒川区,南千住第二児童遊園,ミナミセンジュダイニジドウユウエン,,,1003,,,131181,0004006,東京都荒川区南千住6丁目60-15,東京都,荒川区,南千住6丁目,60-15,,,,,,,,,,,1160003,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000221,荒川区,南千住第四児童遊園,ミナミセンジュダイヨンジドウユウエン,,,1003,,,131181,0004001,東京都荒川区南千住1丁目56-11,東京都,荒川区,南千住1丁目,56-11,,,,,,,,,,,1160003,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000222,荒川区,仲通り児童遊園,ナカドオリジドウユウエン,,,1003,,,131181,0004005,東京都荒川区南千住5丁目5-8,東京都,荒川区,南千住5丁目,5-8,,,,,,,,,,,1160003,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000223,荒川区,若葉児童遊園,ワカバジドウユウエン,,,1003,,,131181,0004005,東京都荒川区南千住5丁目12-3,東京都,荒川区,南千住5丁目,12-3,,,,,,,,,,,1160003,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000224,荒川区,地蔵堀児童遊園,ジゾウボリジドウユウエン,,,1003,,,131181,0004006,東京都荒川区南千住6丁目11-1,東京都,荒川区,南千住6丁目,11-1,,,,,,,,,,,1160003,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000225,荒川区,若宮八幡児童遊園,ワカミヤハチマンジドウユウエン,,,1003,,,131181,0004006,東京都荒川区南千住6丁目35-7,東京都,荒川区,南千住6丁目,35-7,,,,,,,,,,,1160003,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000226,荒川区,南千住六丁目児童遊園,ミナミセンジュロクチョウメジドウユウエン,,,1003,,,131181,0004006,東京都荒川区南千住6丁目49-9,東京都,荒川区,南千住6丁目,49-9,,,,,,,,,,,1160003,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000227,荒川区,三瑞児童遊園,サンズイジドウユウエン,,,1003,,,131181,0004007,東京都荒川区南千住7丁目8-9,東京都,荒川区,南千住7丁目,8-9,,,,,,,,,,,1160003,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000228,荒川区,荒川一丁目児童遊園,アラカワイッチョウメジドウユウエン,,,1003,,,131181,0006001,東京都荒川区荒川1丁目5-9,東京都,荒川区,荒川1丁目,5-9,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000229,荒川区,峡田児童遊園,ハケタジドウユウエン,,,1003,,,131181,0006001,東京都荒川区荒川1丁目55-2,東京都,荒川区,荒川1丁目,55-2,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000230,荒川区,三河島第二児童遊園,ミカワシマダイニジドウユウエン,,,1003,,,131181,0006002,東京都荒川区荒川2丁目31-7,東京都,荒川区,荒川2丁目,31-7,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000231,荒川区,前沼児童遊園,マエヌマジドウユウエン,,,1003,,,131181,0006003,東京都荒川区荒川3丁目28-12,東京都,荒川区,荒川3丁目,28-12,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000232,荒川区,荒川四丁目児童遊園,アラアクァヨンチョウメジドウユウエン,,,1003,,,131181,0006004,東京都荒川区荒川4丁目11-8,東京都,荒川区,荒川4丁目,11-8,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000233,荒川区,荒川五丁目東児童遊園,アラカワゴチョウメヒガシジドウユウエン,,,1003,,,131181,0006005,東京都荒川区荒川5丁目7-2,東京都,荒川区,荒川5丁目,7-2,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000234,荒川区,荒川五丁目児童遊園,アラカワゴチョウメジドウユウエン,,,1003,,,131181,0006005,東京都荒川区荒川5丁目24-7,東京都,荒川区,荒川5丁目,24-7,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000235,荒川区,花の木児童遊園,ハナノキジドウユウエン,,,1003,,,131181,0006006,東京都荒川区荒川6丁目14-3,東京都,荒川区,荒川6丁目,14-3,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000236,荒川区,新地児童遊園,シンチジドウユウエン,,,1003,,,131181,0006006,東京都荒川区荒川6丁目39-1,東京都,荒川区,荒川6丁目,39-1,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000237,荒川区,荒川六丁目児童遊園,アラカワロクチョウメジドウユウエン,,,1003,,,131181,0006006,東京都荒川区荒川6丁目49-8,東京都,荒川区,荒川6丁目,49-8,,,,,,,,,,,1160002,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000238,荒川区,一本松児童遊園,イッポンマツジドウユウエン,,,1003,,,131181,0002001,東京都荒川区町屋1丁目10-2,東京都,荒川区,町屋1丁目,10-2,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000239,荒川区,町屋二丁目児童遊園,マチヤニチョウメジドウユウエン,,,1003,,,131181,0002002,東京都荒川区町屋2丁目19-2,東京都,荒川区,町屋2丁目,19-2,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,有,可,無,有,,,,
131181,131181000240,荒川区,町屋三丁目児童遊園,マチヤサンチョウメジドウユウエン,,,1003,,,131181,0002003,東京都荒川区町屋3丁目27-6,東京都,荒川区,町屋3丁目,27-6,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000241,荒川区,町屋第二児童遊園,マチヤダイニジドウユウエン,,,1003,,,131181,0002004,東京都荒川区町屋4丁目3-10,東京都,荒川区,町屋4丁目,3-10,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000242,荒川区,町屋四丁目児童遊園,マチヤヨンチョウメジドウユウエン,,,1003,,,131181,0002004,東京都荒川区町屋4丁目13-16,東京都,荒川区,町屋4丁目,13-16,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000243,荒川区,町屋第三児童遊園,マチヤダイサンジドウユウエン,,,1003,,,131181,0002004,東京都荒川区町屋4丁目30-6,東京都,荒川区,町屋4丁目,30-6,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000244,荒川区,町屋第四児童遊園,マチヤダイヨンジドウユウエン,,,1003,,,131181,0002003,東京都荒川区町屋3丁目10-13,東京都,荒川区,町屋3丁目,10-13,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000245,荒川区,町屋五丁目児童遊園,マチヤゴチョウメジドウユウエン,,,1003,,,131181,0002005,東京都荒川区町屋5丁目17-13,東京都,荒川区,町屋5丁目,17-13,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000246,荒川区,江川堀児童遊園,エガワボリジドウユウエン,,,1003,,,131181,0002006,東京都荒川区町屋6丁目4-12,東京都,荒川区,町屋6丁目,4-12,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000247,荒川区,町屋六丁目児童遊園,マチヤロクチョウメジドウユウエン,,,1003,,,131181,0002006,東京都荒川区町屋6丁目22-3,東京都,荒川区,町屋6丁目,22-3,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000248,荒川区,町屋六丁目東児童遊園,マチヤロクチョウメヒガシジドウユウエン,,,1003,,,131181,0002006,東京都荒川区町屋6丁目36-17,東京都,荒川区,町屋6丁目,36-17,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000249,荒川区,町屋六丁目北児童遊園,マチヤロクチョウメキタジドウユウエン,,,1003,,,131181,0002006,東京都荒川区町屋6丁目37-2,東京都,荒川区,町屋6丁目,37-2,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000250,荒川区,町屋七丁目北児童遊園,マチヤナナチョウメキタジドウユウエン,,,1003,,,131181,0002007,東京都荒川区町屋7丁目5-8,東京都,荒川区,町屋7丁目,5-8,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000251,荒川区,町屋七丁目児童遊園,マチヤナナチョウメジドウユウエン,,,1003,,,131181,0002007,東京都荒川区町屋7丁目19-8,東京都,荒川区,町屋7丁目,19-8,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000252,荒川区,町屋八丁目児童遊園,マチヤハッチョウメジドウユウエン,,,1003,,,131181,0002008,東京都荒川区町屋8丁目2-5,東京都,荒川区,町屋8丁目,2-5,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000253,荒川区,町屋八丁目南児童遊園,マチヤハッチョウメミマミジドウユウエン,,,1003,,,131181,0002008,東京都荒川区町屋8丁目21-12,東京都,荒川区,町屋8丁目,21-12,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000254,荒川区,尾久第一児童遊園,オグダイイチジドウユウエン,,,1003,,,131181,0003004,東京都荒川区東尾久4丁目45-3,東京都,荒川区,東尾久4丁目,45-3,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000255,荒川区,尾久第二児童遊園,オグダイニジドウユウエン,,,1003,,,131181,0002006,東京都荒川区町屋6丁目8-8,東京都,荒川区,町屋6丁目,8-8,,,,,,,,,,,1160001,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000256,荒川区,尾久第三児童遊園,オグダイサンジドウユウエン,,,1003,,,131181,0003006,東京都荒川区東尾久6丁目5-10,東京都,荒川区,東尾久6丁目,5-10,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000257,荒川区,尾久第四児童遊園,オグダイヨンジドウユウエン,,,1003,,,131181,0003006,東京都荒川区東尾久6丁目21-2,東京都,荒川区,東尾久6丁目,21-2,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000258,荒川区,尾久第五児童遊園,オグダイゴジドウユウエン,,,1003,,,131181,0003008,東京都荒川区東尾久8丁目21-6,東京都,荒川区,東尾久8丁目,21-6,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000259,荒川区,東尾久一丁目児童遊園,ヒガシオグイッチョウメジドウユウエン,,,1003,,,131181,0003001,東京都荒川区東尾久1丁目24-21,東京都,荒川区,東尾久1丁目,24-21,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000260,荒川区,東尾久二丁目児童遊園,ヒガシオグニチョウメジドウユウエン,,,1003,,,131181,0003002,東京都荒川区東尾久2丁目9-3,東京都,荒川区,東尾久2丁目,9-3,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000261,荒川区,本町通児童遊園,ホンチョウドオリジドウユウエン,,,1003,,,131181,0003002,東京都荒川区東尾久2丁目37-13,東京都,荒川区,東尾久2丁目,37-13,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000262,荒川区,東尾久三丁目児童遊園,ヒガシオグサンチョウメジドウユウエン,,,1003,,,131181,0003003,東京都荒川区東尾久3丁目5-1,東京都,荒川区,東尾久3丁目,5-1,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000263,荒川区,東尾久三丁目北児童遊園,ヒガシオグサンチョウメキタジドウユウエン,,,1003,,,131181,0003003,東京都荒川区東尾久3丁目18-4,東京都,荒川区,東尾久3丁目,18-4,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000264,荒川区,東尾久三丁目西児童遊園,ヒガシオグサンチョウメニシジドウユウエン,,,1003,,,131181,0003003,東京都荒川区東尾久3丁目24-7,東京都,荒川区,東尾久3丁目,24-7,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000265,荒川区,東尾久四丁目児童遊園,ヒガシオグヨンチョウメジドウユウエン,,,1003,,,131181,0003004,東京都荒川区東尾久4丁目12-1,東京都,荒川区,東尾久4丁目,12-1,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
131181,131181000266,荒川区,東尾久上児童遊園,ヒガシオグカミジドウユウエン,,,1003,,,131181,0003004,東京都荒川区東尾久4丁目24-10,東京都,荒川区,東尾久4丁目,24-10,,,,,,,,,,,1160012,7000020131181,荒川区,,,,,区立児童遊園,可,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,可,無,有,,,,
